Query       	qlen	Templa 	alnlen	preTMS	preTMS2	Z-score	SID	Description
WP_010938434.1	79	1YXB_G	77	0.4911	0.4296	3.401	7.8%	| Phosphoribosyl-ATP pyrophosphatase (E.C.3.6.1.31); Phosphoribosyl-ATP pyrophosphatase, Structural Genomics, PSI; HET: MSE; 2.6A {Streptomyces coelicolor} SCOP: a.204.1.4
WP_010937346.1	57	5C39_A	50	0.4911	0.5093	3.437	6.0%	| P0 Manganese cluster peptide; Manganese cofactors, Mn4Ca cluster, DE; 1.751A {synthetic construct}
WP_011792157.1	74	2D8D_A	68	0.4897	0.4378	3.621	11.8%	| phospho-2-dehydro-3-deoxyheptonate aldolase/chorismate mutase(E.C.5.4.99.5); Chorismate, Dimer, Structural Genomics, NPPSFA; 1.15A {Thermus thermophilus} SCOP: a.130.1.1
WP_010938073.1	115	4DOK_B	112	0.4897	0.3185	3.658	6.2%	| Similarity to chalcone-flavonone isomerase; chalcone-isomerase like protein, chalcone-isomerase like; 1.7A {Arabidopsis thaliana}
WP_010938777.1	112	3F1I_H	98	0.4892	0.5298	4.846	12.2%	| Hepatocyte growth factor-regulated tyrosine kinase; HGS, STAM, ESCRT, ubiquitin, MVB; 2.3A {Homo sapiens}
WP_010940013.1	1014	6F38_n	916	0.4886	0.3793	6.867	9.0%	| ARP1 actin related protein 1; TDH, DDH, Complex, dynein/dynactin/HOOK3, MOTOR; HET: ATP, ADP;{Sus scrofa}
WP_164928114.1	524	6V8I_AF	510	0.4880	0.2815	5.292	8.6%	| Distal Tail Protein, gp58, Tail-Associated; phage tail, tail tip, tape; 3.7A {Staphylococcus virus 80alpha}
WP_010939862.1	112	3F1I_H	98	0.4873	0.5276	4.845	12.2%	| Hepatocyte growth factor-regulated tyrosine kinase; HGS, STAM, ESCRT, ubiquitin, MVB; 2.3A {Homo sapiens}
WP_010939323.1	533	1YVR_A	466	0.4865	0.4831	6.227	9.4%	| 60-kDa SS-A/Ro ribonucleoprotein/RNA complex; HEAT repeat von Willebrand; 1.95A {Xenopus laevis} SCOP: a.118.25.1, c.62.1.5
WP_010939001.1	211	6TPI_A	211	0.4860	0.3338	4.941	10.4%	| Murein hydrolase activator EnvC, Cell; Complex, PROTEIN BINDING; 2.1A {Escherichia coli (strain K12)}
WP_011792318.1	157	2WJY_A	138	0.4859	0.1338	3.986	11.6%	| REGULATOR OF NONSENSE TRANSCRIPTS 1; NONSENSE MEDIATED DECAY, ZINC-FINGER, ATP-BINDING; HET: SO4; 2.5A {HOMO SAPIENS}
WP_014524532.1	350	5JSD_A	311	0.4858	0.2767	6.802	10.0%	| phiAB6 tailspike; viral tailspike, beta-helix, superhelical trimer; HET: 1GN, 6PZ, GAL, BGC, MLA, ACY; 1.48A {unidentified phage}
WP_014524579.1	524	6V8I_AF	508	0.4844	0.2792	5.309	11.0%	| Distal Tail Protein, gp58, Tail-Associated; phage tail, tail tip, tape; 3.7A {Staphylococcus virus 80alpha}
WP_010940097.1	64	5Z1V_D	59	0.4844	0.4844	3.826	10.2%	| AvrPib protein; Magnaporthe oryzae, MAX effector, protein; HET: MSE; 1.661A {Magnaporthe oryzae}
WP_010938833.1	133	6NOY_A	128	0.4843	0.4250	3.423	7.8%	| Cobyrinic acid ac-diamide synthase, McdB; McdB, McdA, carboxysome, BMC, ParB-like; HET: MSE; 3.46A {Cyanothece}
WP_010939608.1	516	2C1I_A	391	0.4824	0.5566	5.799	11.5%	| PEPTIDOGLYCAN GLCNAC DEACETYLASE (E.C.3.5.1.33); CE-4, CARBOHYDRATE ESTERASE, PEPTIDOGLYCAN DEACETYLASE; HET: MES; 1.35A {STREPTOCOCCUS PNEUMONIAE} SCOP: d.341.1.1, c.6.2.3
WP_010939826.1	122	5CEG_C	93	0.4820	0.5937	4.155	7.5%	| Addiction module antidote protein, CopG/Arc/MetJ; Toxin Anti-toxin, TOXIN; HET: GOL; 1.59A {Mesorhizobium opportunistum (strain LMG 24607 / HAMBI 3007 / WSM2075)}
WP_010939458.1	243	6IXE_A	224	0.4818	0.5015	5.064	10.3%	| SH3 domain-binding protein 5; Rab11, GEF, SH3BP5, SIGNALING PROTEIN; HET: MSE; 3.35A {Homo sapiens}
WP_010938326.1	323	7D68_R	295	0.4808	0.2763	7.381	10.8%	| Guanine nucleotide-binding protein G(s) subunit; Glucagon-like peptide-2 receptor, Drug target;{Bos taurus}
WP_014524323.1	113	6QVH_A	108	0.4802	0.4504	4.688	4.6%	| cytosolic copper storage protein; Copper, Streptomyces lividans, storage, homeostasis; HET: CU1; 1.28A {Streptomyces lividans 1326}
WP_010939305.1	179	4ETX_A	167	0.4802	0.3352	3.552	5.4%	| PelD; c-di-GMP, SIGNALING PROTEIN; 2.0A {Pseudomonas aeruginosa}
WP_010939597.1	140	4O8A_A	139	0.4801	0.1457	3.168	7.9%	| Bifunctional protein PutA (E.C.1.5.99.8, 1.2.1.88); flavoenzyme, proline dehydrogenase, PutA, proline; HET: FAD, PG4; 2.0A {Escherichia coli}
WP_010940130.1	115	6U0M_B	115	0.4790	0.3196	6.212	7.0%	| replicative CMG helicase; DNA replication, CMG-Mcm10, REPLICATION-DNA complex; HET: ATP; 3.9A {Saccharomyces cerevisiae}
WP_010937461.1	98	2LD3_A	86	0.4782	0.5033	4.211	7.0%	| Myosin VI; molecular motor, myosin VI, lever; NMR {Mus musculus}
WP_014524394.1	588	5U89_A	577	0.4781	0.3130	3.858	6.9%	| Amino acid adenylation domain protein; nonribosomal peptide synthetase, MbtH-like protein; HET: MJ8; 3.075A {Geobacillus sp.}
WP_010937444.1	240	5CWO_B	225	0.4781	0.4893	4.944	12.4%	| Designed helical repeat protein; helical repeat protein, DE NOVO; 3.35A {synthetic construct}
WP_010940586.1	91	5KS6_A	91	0.4780	0.4118	3.751	8.8%	| Flagellar protein FliT; Flagella, chaperones, assembly factors, CHAPERONE; NMR {Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)}
WP_010938799.1	116	1L0M_A	114	0.4778	0.3264	3.463	7.0%	| bacteriorhodopsin; Bacteriorhodopsin, alternative method for structure; NMR {N/A} SCOP: f.13.1.1
WP_164928126.1	155	3HK0_A	146	0.4765	0.3460	3.802	8.2%	| Growth factor receptor-bound protein 10; Grb10, RA, PH, Ras-associating, pleckstrin-homology; 2.6A {Homo sapiens}
WP_010940664.1	94	6WT4_B	93	0.4754	0.3405	3.976	15.1%	| Bacterial STING (Flavobacteriaceae sp.)/RNA Complex; CBASS, cyclic dinucleotide receptor, CD-NTase; HET: SO4, 4BW; 1.78A {Flavobacteriaceae}
WP_010940096.1	121	1UTY_A	114	0.4739	0.3562	3.568	9.6%	| NON-STRUCTURAL PROTEIN 2 (E.C.2.7.7.48); VIRAL PROTEIN, RNA BINDING PROTEIN; 2.4A {BLUETONGUE VIRUS} SCOP: b.147.1.1
WP_010937548.1	129	5U0P_R	123	0.4733	0.3556	4.096	6.5%	| Mediator complex subunit 14, Mediator; transcription, transcriptional, Mediator, Head, Middle; 4.4A {Schizosaccharomyces pombe}
WP_010940614.1	139	7BBD_B	136	0.4715	0.4224	6.068	10.3%	| Polyubiquitin-B,E3 ubiquitin-protein ligase TRIM21 (E.C.2.3.2.27); E3 ubiquitin ligase, E2 conjugating; 2.2A {Homo sapiens}
WP_010940671.1	305	4ZBY_A	174	0.4706	0.7092	5.582	9.2%	| uracil-DNA glycosylase (E.C.3.2.2.27); Uracil-DNA glycosylase, DNA repair, HYDROLASE; HET: MES; 1.7A {Sulfolobus tokodaii str. 7}
WP_011792913.1	88	3REB_D	80	0.4702	0.4637	4.199	16.2%	| Protein Nef, Tyrosine-protein kinase HCK; HIV-1 Nef, SH3 domain binding; 3.45A {HIV-1 M:B_ARV2/SF2}
WP_010939329.1	432	5OQM_l	411	0.4697	0.3244	5.153	4.9%	| Mediator of RNA polymerase II; transcription initiation, TRANSCRIPTION, macromolecular complex; HET: ZN; 5.8A {Saccharomyces cerevisiae (strain ATCC 204508 / S288c)}
WP_014524401.1	328	6RKW_B	327	0.4691	0.2498	5.393	11.3%	| DNA gyrase subunit A, DNA; Isomerase, Complex, DNA Gyrase, Inhibitor; HET: ANP, JHN; 6.6A {Escherichia coli (strain K12)}
WP_150103628.1	303	6K8N_C	300	0.4683	0.2702	5.385	8.7%	| topoisomerase III; DNA BINDING Protein, Topoisomerase III; 2.1A {Saccharolobus solfataricus}
WP_010939686.1	586	7JSN_B	509	0.4683	0.3577	6.319	8.6%	| Rod cGMP-specific 3',5'-cyclic phosphodiesterase subunit; G protein, G protein-effector complex; HET: VDN, GTP, 35G;{Bos taurus}
WP_010938304.1	406	6F1U_f	400	0.4682	0.2168	4.095	7.5%	| ARP1 actin related protein 1; Cryo-EM, Complex, MOTOR PROTEIN, Cargo; HET: ADP;{Sus scrofa}
WP_010939469.1	229	6R3E_B	204	0.4680	0.4098	4.218	6.4%	| DNA (cytosine-5)-methyltransferase 3B,DNA (cytosine-5)-methyltransferase 3B; DNMT3B PWWP DOMAIN, HISTONE BINDING; HET: SO4, 96H; 2.269A {Homo sapiens}
WP_010940027.1	61	2F66_A	60	0.4669	0.4579	4.129	15.0%	| Vps23C, Vps28N, Vps37C; Endosome, Trafficking complex, Vps23, Vps28; HET: SO4; 2.8A {Saccharomyces cerevisiae} SCOP: a.2.17.1
WP_014524380.1	202	1DE4_G	184	0.4662	0.3810	4.551	5.4%	| HEMOCHROMATOSIS PROTEIN/BETA-2-MICROGLOBULIN/TRANSFERRIN RECEPTOR; HFE, HEREDITARY HEMOCHROMATOSIS, MHC CLASS; HET: NAG; 2.8A {Homo sapiens} SCOP: b.1.1.2, d.19.1.1
WP_014524246.1	130	5EIU_D	123	0.4662	0.4478	4.565	5.7%	| Tripartite motif-containing protein 5,Serine--tRNA ligase,Tripartite; tripartite motif, HIV, viral restriction; 1.908A {Macaca mulatta}
WP_010939993.1	149	1ISE_A	134	0.4661	0.4086	5.166	7.5%	| Ribosome Recycling Factor; Translation; 2.2A {Escherichia coli} SCOP: d.67.3.1
WP_010939113.1	90	6Y17_C	75	0.4650	0.4910	5.237	9.3%	| Nuclear receptor corepressor 1,B-cell lymphoma; BCL6, NCoR1., TRANSCRIPTION; 1.56A {Homo sapiens}
WP_010938372.1	308	3W1E_A	299	0.4636	0.4131	5.325	9.4%	| Flagella basal-body protein; H-ring formation, the flagellar basal; 2.0A {Vibrio alginolyticus}
WP_010938292.1	240	6CB1_I	231	0.4636	0.4074	5.260	8.2%	| pre-60S ribosomal subunit; Pre-60S, ribosome biogenesis, LSU processome; 4.6A {Saccharomyces cerevisiae BY4741}
WP_010937503.1	243	6R6H_O	207	0.4617	0.2008	3.225	7.7%	| COP9 signalosome complex subunit 1; Cullin-Ring E3 Ligase COP9 Signalosome; 8.4A {Homo sapiens}
WP_010939451.1	225	5F5W_A	212	0.4602	0.3829	4.602	9.4%	| Glycine--tRNA ligase alpha subunit (E.C.6.1.1.14); class II tRNA synthetase, LIGASE; HET: G5A; 2.81A {Aquifex aeolicus (strain VF5)}
WP_014524278.1	229	4F54_A	177	0.4599	0.5149	4.415	6.8%	| Uncharacterized protein; PF13590 family protein, DUF4136, Structural; HET: SO4; 1.6A {Bacteroides thetaiotaomicron}
WP_010938985.1	122	3HNW_A	105	0.4599	0.4282	4.647	5.7%	| uncharacterized protein; coiled-coil, Structural Genomics, PSI-2, Protein; HET: MSE, GOL; 2.196A {Eubacterium eligens}
WP_010938830.1	174	2P03_A	165	0.4588	0.3010	4.461	6.7%	| Alpha-2-macroglobulin receptor-associated protein; receptor-associated protein, RAP, CELL ADHESION; NMR {Homo sapiens}
WP_010938370.1	196	4JAV_A	196	0.4585	0.3826	4.376	6.6%	| Histidine kinase (E.C.2.7.13.3), Response regulator; Bergerat fold, Four helix bundle; HET: ADP, SO4; 3.1A {Thermotoga maritima}
WP_014524588.1	299	5DXH_D	284	0.4575	0.1748	4.273	8.1%	| Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit; lipid kinase, Transferase-Transferase Inhibitor complex; HET: 5H2; 3.0A {Homo sapiens}
WP_014524689.1	826	4W8J_A	808	0.4572	0.3622	5.066	9.0%	| Cry1Ac insecticidal protein; toxin, insecticidal, pore forming, protoxin; 2.78A {Bacillus thuringiensis serovar kurstaki str. HD73}
WP_164561746.1	73	3PO2_H	73	0.4549	0.2961	4.137	15.1%	| DNA-directed RNA polymerase II subunit; RNA Polymerase II, mRNA, Transcription; HET: EPE; 3.3A {Saccharomyces cerevisiae}
WP_014524543.1	183	6PYR_A	179	0.4548	0.1263	2.990	9.5%	| Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit; PI3Kdelta kinase, transferase, TRANSFERASE-TRANSFERASE INHIBITOR; HET: P5J; 2.21A {Homo sapiens}
WP_014524556.1	97	1AM9_C	74	0.4545	0.5217	3.198	5.4%	| STEROL REGULATORY ELEMENT BINDING(STRE)/DNA COMPLEX; STEROL REGULATORY ELEMENT BINDING PROTEIN; 2.3A {Homo sapiens} SCOP: a.38.1.1
WP_010939559.1	170	6GV8_A	158	0.4545	0.4545	3.666	7.6%	| Hyperosmolarity resistance protein Emb; EMBP, Staphylococcus epidermidis, FG-repeat, CELL; 1.394A {Staphylococcus epidermidis}
WP_010937511.1	106	6XTY_B	106	0.4526	0.2950	5.683	12.3%	| DNA replication licensing factor MCM2; CMG, Helicase, ATPase, Replisome, REPLICATION; 6.77A {Homo sapiens}
WP_010939015.1	116	1L0M_A	114	0.4523	0.3136	3.450	7.0%	| bacteriorhodopsin; Bacteriorhodopsin, alternative method for structure; NMR {N/A} SCOP: f.13.1.1
WP_010937941.1	288	4W8P_A	265	0.4517	0.4400	5.054	7.5%	| talin R7R8, Rap1-GTP-interacting adapter molecule; Talin, rod domains, R7R8, R8; 1.5A {Mus musculus}
WP_010939151.1	46	2Z1A_A	45	0.4514	0.0723	5.289	15.6%	| 5'-nucleotidase (E.C.3.1.3.5); nucleotidase, Metal-binding, Nucleotide-binding, Hydrolase, Structural; HET: THM; 1.75A {Thermus thermophilus} SCOP: d.114.1.1, d.159.1.2
WP_010938333.1	261	6QL4_B	261	0.4512	0.1809	4.130	10.3%	| Putative mitochondrial dynamin protein; Mitochondrial genome maintenance 1 protein; HET: MSE; 3.6A {Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719)}
WP_010940137.1	240	6XNS_E	236	0.4507	0.3600	3.965	9.3%	| C3_crown-05; HELICAL BUNDLE REPEAT PROTEIN, DE; 3.19A {synthetic construct}
WP_011792331.1	161	4HYN_B	153	0.4504	0.3940	5.817	10.5%	| CheC, inhibitor of MCP methylation; CheC like domain, Phosphatase, SIGNALING; HET: MSE; 2.5A {Thermotoga maritima}
WP_010939903.1	83	6QLZ_A	76	0.4499	0.4102	4.949	10.5%	| E3 ubiquitin-protein ligase MYLIP (E.C.2.3.2.27); E3 LIGASE CHOLESTEROL METABOLISM LDLR; 2.343A {Homo sapiens}
WP_011792600.1	81	2BZB_B	62	0.4492	0.5205	3.519	4.8%	| CONSERVED DOMAIN PROTEIN; TRANSFERASE, PHOSPHATASE, PHOSPHORYLATION, SPORULATION, BACILLUS; NMR {BACILLUS ANTHRACIS} SCOP: a.30.7.1
WP_010939438.1	236	5LLY_C	232	0.4492	0.2576	3.063	8.2%	| Diguanylate cyclase (GGDEF) domain-containing protein; bacteriophytochrome, diguanylate cyclase, light-regulation, c-di-GMP; HET: GOL, LBV; 2.4A {Idiomarina sp. A28L}
WP_010938714.1	153	4NBQ_B	139	0.4468	0.1379	3.175	10.8%	| Polyribonucleotide nucleotidyltransferase (E.C.2.7.7.8); Phosphorylase, TRANSFERASE; HET: MSE, SO4; 2.9138A {Coxiella burnetii}
WP_010938318.1	406	3KD4_A	353	0.4452	0.3751	8.115	7.6%	| Putative protease; PUTATIVE PROTEASE, STRUCTURAL GENOMICS, JOINT; HET: GOL, MSE, PO4; 2.0A {Parabacteroides distasonis ATCC 8503}
WP_014524461.1	79	1SGV_A	67	0.4447	0.1499	3.743	9.0%	| tRNA pseudouridine synthase B (E.C.4.2.1.70); Hinged motion, tRNA modification, Structural; 1.9A {Mycobacterium tuberculosis} SCOP: b.122.1.1, d.265.1.2
WP_164928129.1	83	2WVF_B	80	0.4442	0.3133	3.916	2.5%	| PUTATIVE NICKEL-RESPONSIVE REGULATOR; TRANSCRIPTION FACTOR, TRANSCRIPTION REGULATION, RHH; HET: SO4, GOL, FMT; 1.6A {HELICOBACTER PYLORI}
WP_014524645.1	138	2KDX_A	111	0.4438	0.4859	6.501	11.7%	| Hydrogenase/urease nickel incorporation protein hypA; metallochaperone, hydrogenase, Metal-binding, Nickel, METAL-BINDING; HET: ZN; NMR {Helicobacter pylori}
WP_010937679.1	230	1KI1_D	229	0.4431	0.3381	4.471	7.4%	| G25K GTP-binding protein, placental isoform/intersectin; Protein-Protein complex, DH domain, PH; HET: SO4; 2.3A {Homo sapiens} SCOP: b.55.1.1, a.87.1.1
WP_010939901.1	78	4YON_A	72	0.4427	0.1167	4.122	4.2%	| pREX1, Rac1(G12V); Protein binding; 1.95A {Homo sapiens}
WP_010938424.1	157	5L0F_A	156	0.4423	0.4151	4.463	11.5%	| Vinculin; 5-Helix bundle, cytoskelatal protein, phospholipids; HET: GOL; 2.76A {Homo sapiens}
WP_081448125.1	118	1J7K_A	112	0.4422	0.2251	5.351	8.9%	| HOLLIDAY JUNCTION DNA HELICASE RUVB; AAA+-Class ATPase, Winged-Helix Domain, DNA; HET: ATP; 1.8A {Thermotoga maritima} SCOP: c.37.1.20, a.4.5.11
WP_010939277.1	331	5FB9_A	256	0.4421	0.5168	5.685	9.4%	| Nuclease S1 (E.C.3.1.30.1); Endonuclease, Zinc dependent, hydrolase; HET: BTB, NAG; 1.5A {Aspergillus oryzae RIB40}
WP_014524383.1	389	5XZC_A	378	0.4403	0.3252	5.085	7.1%	| Histone acetyltransferase p300 (E.C.2.3.1.48), p53; transcription factor, autoacetylation, allosteric interaction; 10.7A {Homo sapiens}
WP_010937627.1	86	6DLC_A	83	0.4401	0.3790	3.623	10.8%	| Designed protein DHD1:234_A, Designed protein; Computational Design, Heterodimer, Coiled-coil, DE; 3.261A {synthetic construct}
WP_014524456.1	45	3BPQ_A	45	0.4397	0.4244	3.769	6.7%	| Antitoxin RelB3, Toxin RelE3 (E.C.3.1.-.-); protein toxin-antitoxin complex, TOXIN; 2.2A {Methanocaldococcus jannaschii}
WP_010940601.1	389	6T36_A	376	0.4395	0.2454	3.725	11.4%	| Tyrosine-protein phosphatase non-receptor type 3; PDZ domain, HBV core, HBV; 1.86A {Homo sapiens}
WP_014524322.1	96	1S05_A	96	0.4380	0.3669	3.896	7.3%	| Cytochrome c-556; THIS IS A MODEL OBTAINED; HET: HEM; NMR {Rhodopseudomonas palustris} SCOP: a.24.3.2
WP_014524572.1	73	6BT4_A	71	0.4333	0.2164	4.571	11.3%	| S-layer protein sap; S-layer homology domain, Secondary cell; HET: SO4, KPM; 2.306A {Bacillus anthracis}
WP_010938946.1	99	1MMO_D	99	0.4331	0.1227	6.292	7.1%	| METHANE MONOOXYGENASE HYDROLASE (E.C.1.14.13.25) (METHANE; OXIDOREDUCTASE (MONOOXYGENASE); 2.2A {Methylococcus capsulatus} SCOP: a.25.1.2
WP_010937564.1	184	1PWB_B	169	0.4313	0.4411	4.719	5.3%	| Pulmonary surfactant-associated protein D; collectin, c-type lectin, alpha-helical coiled; HET: GLC; 1.4A {Homo sapiens} SCOP: h.1.1.1, d.169.1.1
WP_014524324.1	88	5VNM_C	86	0.4299	0.2987	4.564	9.3%	| Protein transport protein Sec23A, Protein; COPII, Trafficking, p24, ER retention; HET: CLT; 2.765A {Homo sapiens}
WP_010939229.1	77	3ON0_D	76	0.4288	0.3221	3.828	17.1%	| TraM/DNA complex; DNA binding protein, DNA Protein-DNA; 2.874A {Escherichia coli}
WP_010939792.1	200	1KZG_A	200	0.4286	0.2985	4.289	8.0%	| GUANINE NUCLEOTIDE EXCHANGE FACTOR DBS/CDC42; guanine nucleotide exchange factor, small; 2.6A {Mus musculus} SCOP: b.55.1.1, a.87.1.1
WP_010939166.1	213	2X9Q_B	211	0.4274	0.3517	4.671	12.3%	| CYCLODIPEPTIDE SYNTHETASE; LIGASE; HET: MSE; 2.02A {MYCOBACTERIUM TUBERCULOSIS}
WP_010938665.1	290	6XBW_G	256	0.4267	0.3557	5.551	6.6%	| V-type proton ATPase catalytic subunit; PROTON TRANSPORT; HET: ADP, POV, OLA, NAG; 3.37A {Bos taurus}
WP_010938517.1	81	4F14_A	62	0.4260	0.4847	5.400	8.1%	| Nebulette, Xin actin-binding repeat-containing protein; SH3 domain, heart muscle, ACTIN-BINDING; 1.2A {Homo sapiens}
WP_010939875.1	99	5OS9_B	94	0.4251	0.3716	3.320	6.4%	| B3 domain-containing transcription factor NGA1; Transcription factor B3 DNA binding; HET: CME; 1.8A {Arabidopsis thaliana}
WP_010939016.1	138	4KT3_A	104	0.4242	0.3576	3.638	7.7%	| Uncharacterized protein, Putative lipoprotein; Glycoside hydrolase, Hydrolase, PFL_3036; 1.4362A {Pseudomonas protegens}
WP_010938815.1	342	3LMM_D	327	0.4229	0.2966	3.563	8.6%	| Uncharacterized protein; multi-domained alpha-beta protein, Structural Genomics; 3.0A {Corynebacterium diphtheriae}
WP_014524293.1	82	6NY2_Y	81	0.4228	0.0609	4.471	13.6%	| CasX/DNA/RNA Complex; CasX, sgRNA, target DNA, CRISPR; 3.2A {Deltaproteobacteria bacterium}
WP_010938800.1	135	2ZBK_B	113	0.4215	0.1473	3.411	13.3%	| Type II DNA topoisomerase VI; DNA topoisomerase, DNA binding protein; HET: RDC; 3.56A {Sulfolobus shibatae}
WP_014524680.1	124	6IWW_C	72	0.4211	0.1391	4.130	31.9%	| Oxaloacetate decarboxylase beta chain (E.C.7.2.4.2); membrane protein, sodium pump, decarboxylase; HET: LMT; 3.9A {Salmonella enterica subsp. enterica serovar Typhimurium}
WP_010939407.1	220	4XXX_A	217	0.4211	0.3673	4.737	7.4%	| EspB; ESX-1, type VII secretion system; HET: GOL; 1.5A {Mycobacterium tuberculosis}
WP_010938417.1	316	6U5Z_B	286	0.4201	0.2225	5.628	9.8%	| Lon protease (E.C.3.4.21.53); Lon protease, hexamer, HYDROLASE;{Escherichia coli}
WP_014524569.1	173	3NKU_A	164	0.4197	0.3692	4.643	9.8%	| DrrA; POSTTRANSLATIONAL MODIFICATION, AMPYLATION, ADENYLYLATION, RAB1B; HET: PGE, MSE; 2.1A {Legionella pneumophila subsp. pneumophila}
WP_150103627.1	214	5ZWN_X	204	0.4191	0.2075	4.707	9.3%	| U1 small nuclear ribonucleoprotein 70; spliceosme, assemply, pre-B complex, U1; 3.3A {Saccharomyces cerevisiae S288c}
WP_014524319.1	162	6PPS_B	160	0.4147	0.2936	4.239	4.4%	| Blue-light-activated histidine kinase (E.C.2.7.13.3); Brucella abortus, LOV domain, sensor; HET: FMN; 2.8A {Brucella abortus (strain 2308)}
WP_014524482.1	159	5KL4_A	85	0.4146	0.6349	4.376	15.3%	| Wilms tumor protein/DNA Complex; Wilms Tumor Protein, WT1, zinc; HET: 5CM, EDO, 5FC; 1.783A {Homo sapiens}
WP_014524220.1	301	4MKM_A	291	0.4138	0.3734	4.693	8.9%	| Putative surface anchored protein; IgG-like fold, internal ester crosslink; 1.75A {Clostridium perfringens B}
WP_010938030.1	151	4OPX_F	146	0.4137	0.1785	3.552	8.9%	| Poly [ADP-ribose] polymerase 1; zinc finger, DNA binding, PARP; HET: 2UR; 3.314A {Homo sapiens}
WP_041722649.1	61	1Y71_B	61	0.4128	0.2505	4.211	16.4%	| Kinase-associated protein B; structural genomics, kinase-associated protein B; 1.95A {Bacillus cereus} SCOP: b.34.16.1
WP_010938834.1	75	3UUL_A	73	0.4107	0.3369	3.764	6.8%	| utrophin; spectrin repeat, structural protein, utrophin; 1.95A {Rattus norvegicus}
WP_010940198.1	390	4BKW_A	364	0.4084	0.3382	5.002	8.5%	| ZINC FINGER FYVE DOMAIN-CONTAINING PROTEIN; RECEPTOR, PROTEIN INTERACTION DOMAIN, TGF-BETA; HET: EDO, PG4; 2.53A {HOMO SAPIENS}
WP_010938206.1	979	6ELZ_w	830	0.4076	0.4521	4.725	8.6%	| 60S ribosomal protein L13-A, 60S; Large Subunit Biogenesis Nucleolus, RIBOSOME; 3.3A {Saccharomyces cerevisiae}
WP_014524625.1	42	6GMA_E	42	0.4051	0.1895	2.733	19.0%	| RB1-inducible coiled-coil protein 1; autophagy, cold-shock domain, claw domain; 3.2A {Homo sapiens}
WP_010940659.1	419	4OOJ_A	404	0.4047	0.3193	4.498	9.9%	| SidC, interaptin; novel fold, Legionella effector, Legionella; HET: PEG; 2.4A {Legionella pneumophila}
WP_011176581.1	1131	6V8I_AF	1064	0.4020	0.3975	6.020	7.3%	| Distal Tail Protein, gp58, Tail-Associated; phage tail, tail tip, tape; 3.7A {Staphylococcus virus 80alpha}
WP_010940662.1	121	2GS4_A	108	0.4017	0.3283	3.712	10.2%	| Protein yciF; STRESS PROTEINS, RUBRERYTHRIN, Metal Binding; 2.0A {Escherichia coli} SCOP: a.25.1.4
WP_011792423.1	149	2V0P_B	145	0.3990	0.2996	4.295	5.5%	| TYPE 2A PHOSPHATASE-ASSOCIATED PROTEIN 42; PHOSPHORYLATION, SIGNAL TRANSDUCTION INHIBITOR, HYDROLASE; HET: MSE; 1.8A {SACCHAROMYCES CEREVISIAE}
WP_010940303.1	293	4QN4_A	263	0.3982	0.3336	4.671	11.8%	| Neuraminidase; 6-BLADED BETA-PROPELLER, HYDROLASE, CALCIUM BINDING; HET: MPD, BMA, MAN, GOL, NAG; 1.8A {Influenza A virus (A/chicken/Nanchang/7-010/2000(H3N6))}
WP_010938411.1	126	2CBL_A	126	0.3981	0.2193	4.373	7.1%	| PROTO-ONCOGENE CBL, ZAP-70; PROTO-ONCOGENE, SIGNAL TRANSDUCTION, PHOSPHOTYROSINE BINDING; HET: PTR; 2.1A {Homo sapiens} SCOP: a.39.1.7, d.93.1.1, a.48.1.1
WP_010940100.1	112	2ZDI_C	111	0.3944	0.3442	4.354	13.5%	| Prefoldin subunit beta, Prefoldin subunit; CHAPERONE, PREFOLDIN; HET: SO4; 3.0A {Pyrococcus horikoshii}
WP_014524179.1	284	6TUT_O	256	0.3942	0.2263	4.764	9.4%	| DNA-directed RNA polymerase III subunit; Transcription, RNA Polymerase III, Pol; 3.25A {Saccharomyces cerevisiae S288C}
WP_010940531.1	130	2XV9_A	99	0.3937	0.3868	3.573	16.2%	| ABA-1A1 REPEAT UNIT; LIPID BINDING PROTEIN, FATTY ACID; NMR {ASCARIS SUUM}
WP_014524348.1	161	5FLV_M	156	0.3931	0.2649	4.155	4.5%	| HOMEOBOX PROTEIN NKX-2.5, T-BOX TRANSCRIPTION; TRANSCRIPTION; HET: PG4; 3.005A {MUS MUSCULUS}
WP_010940233.1	59	7K6B_A	57	0.3921	0.2530	3.221	15.8%	| Isoform 15 of Dysferlin; membrane repair, calcium-binding, beta-sandwich, MEMBRANE; NMR {Homo sapiens}
WP_010938426.1	137	2B9C_A	133	0.3897	0.3783	4.768	11.3%	| striated-muscle alpha tropomyosin; alpha-helix, coiled coil, alanine, axial; 2.3A {Rattus norvegicus} SCOP: h.1.5.1
WP_010940178.1	78	5B7J_A	78	0.3894	0.3221	4.211	7.7%	| Switch-activating protein 1/DNA Complex; protein, DNA, interaction, complex, DNA; NMR {Schizosaccharomyces pombe (strain 972 / ATCC 24843)}
WP_010938472.1	145	4JLE_B	137	0.3883	0.3562	5.422	2.2%	| PHIST; 3-helix bundle, Protein interaction module; 2.35A {Plasmodium falciparum}
