,locus_tag,old_locus_tag,OctoberProduct,SAdLSApdb,SAdLSApreTMS,SAdLSApreTMS2,SAdLSApdbDescription,pfamID,pfamPreTMS,pfamPreTMS2,pfamDescription,hhblitsID,hhblitsProb,hhblitsDescription
WP_010939909.1,DVU_RS12380,DVU2640,hypothetical,3FO5_A,0.5389,0.5213,"Thioesterase, adipose associated, isoform BFIT2; Orthogonal Bundle, Consortium, LIPID TRANSPORT; HET: 1PE, TCE; 2.0A {Homo sapiens}",PF00603.18,0.4641,0.2246,Flu_PA ; Influenza RNA-dependent RNA polymerase subunit PA,3ZBI_L,78.76,"TRAF PROTEIN, TRAO PROTEIN, TRAN; CELL ADHESION, BACTERIAL SECRETION; 8.5A {ESCHERICHIA COLI}"
WP_010939911.1,DVU_RS12390,DVU2642,hypothetical,2ZZE_B,0.9129,0.1888,"Alanyl-tRNA synthetase (E.C.6.1.1.7); ligase, hydrolase; HET: OCS, MLY; 2.16A {Pyrococcus horikoshii}",PF19020.1,0.5452,0.3439,Ta1207 ; Ta1207 family,3KEW_A,99.93,"DHHA1 domain protein; STRUCTURAL GENOMICS, PSI-2, TRNA SYNTHASE; 2.0A {Clostridium perfringens}"
WP_014524543.1,DVU_RS12420,DVU2650,hypothetical,6PYR_A,0.4548,0.1263,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit; PI3Kdelta kinase, transferase, TRANSFERASE-TRANSFERASE INHIBITOR; HET: P5J; 2.21A {Homo sapiens}",PF02331.16,0.4572,0.3391,P35 ; Apoptosis preventing protein,2EBF_X,40.34,"Dermonecrotic toxin; Pasteurella multocida toxin, Trojan horse-like; HET: TRE; 1.9A {Pasteurella multocida} SCOP: d.3.1.17, c.150.1.2, a.296.1.1"
WP_010939921.1,DVU_RS12425,DVU2652,hypothetical,1P35_A,0.5077,0.3782,"P35, 1,2-ETHANEDIOL; APOPTOSIS, P35, CELL DEATH, BACULOVIRUS; HET: PO4, EDO; 2.2A {Autographa californica nucleopolyhedrovirus} SCOP: b.28.1.1",PF02331.16,0.4993,0.3747,P35 ; Apoptosis preventing protein,2EBF_X,36.99,"Dermonecrotic toxin; Pasteurella multocida toxin, Trojan horse-like; HET: TRE; 1.9A {Pasteurella multocida} SCOP: d.3.1.17, c.150.1.2, a.296.1.1"
WP_010939932.1,DVU_RS12460,DVU2663,hypothetical,6PSY_A,0.8079,0.1073,"eukaryotic lipid flippase Drs2-Cdc50 (E.C.; complex, phospholipid flippase, P-type ATPase; HET: NAG;{Saccharomyces cerevisiae W303}",PF08235.14,0.7542,0.5527,LNS2 ; LNS2 (Lipin/Ned1/Smp2),2NO5_B,99.65,"(S)-2-haloacid dehalogenase IVA (E.C.3.8.1.2); Haloacid dehalogenase, Dehalogenase, HAD Superfamily; HET: SO4, ASL, CNR; 2.6A {Burkholderia cepacia}"
WP_010939945.1,DVU_RS12530,DVU2676,hypothetical,4MCX_C,0.6746,0.5925,"Host inhibition of growth A; bacterial toxins, biofilms, cell metabolism; 2.1A {Proteus vulgaris}",PF06892.12,0.8347,0.4874,Phage_CP76 ; Phage regulatory protein CII (CP76),2K9Q_A,97.02,"uncharacterized protein; all helix, helix-turn-helix, Plasmid, Structural; NMR {Bacteroides thetaiotaomicron}"
WP_010939950.1,DVU_RS12555,DVU2681,hypothetical,5E1L_A,0.5151,0.2017,"Cell division protein ZapC; Z ring, cell division, Cell; 2.15A {Escherichia coli}",PF04969.17,0.4766,0.4247,CS ; CS domain,5LUP_C,30.59,"BLM protein; helicase dimerization alpha-helix motif, STRUCTURAL; HET: PO4; 2.032A {Homo sapiens}"
WP_014524550.1,DVU_RS12580,DVU2687,hypothetical,6ZM6_J,0.6149,0.5145,"28S ribosomal protein S2, mitochondrial; mitochondrion, translation, closed nascent-polypeptide tunnel; HET: SAC, K, GTP, FES, THC, ATP, MG, IAS, AYA; 2.59A {Homo sapiens}",PF06892.12,0.6895,0.6620,Phage_CP76 ; Phage regulatory protein CII (CP76),2K9Q_A,94.06,"uncharacterized protein; all helix, helix-turn-helix, Plasmid, Structural; NMR {Bacteroides thetaiotaomicron}"
WP_014524554.1,DVU_RS12605,DVU2691,hypothetical,2P2U_B,0.6222,0.5901,"Host-nuclease inhibitor protein Gam, putative; STRUCTURAL GENOMICS, UNKNOWN FUNCTION, PSI-2; 2.75A {Desulfovibrio vulgaris} SCOP: h.4.18.1",PF05565.12,0.6316,0.6379,Sipho_Gp157 ; Siphovirus Gp157,5U59_A,71.06,"Designed dimeric coiled coil peptide; designed peptide, synthetic, metal coordination; HET: 7WJ, CIT; 2.2A {N/A}"
WP_010939961.1,DVU_RS12610,DVU2692,hypothetical,6K5X_A,0.5373,0.5272,"UPF0335 protein CCNA_03428; C. crescentus, NAPs, DNA BINDING; 2.086A {Caulobacter vibrioides (strain NA1000 / CB15N)}",PF00505.20,0.5526,0.6012,HMG_box ; HMG (high mobility group) box,5VID_F,82.72,"Botulinum neurotoxin type B (E.C.3.4.24.69); mini-protein binder, inhibitor, TOXIN; 2.75A {Clostridium botulinum}"
WP_010939962.1,DVU_RS12620,DVU2693,hypothetical,2M3L_A,0.5212,0.5345,"Protein E6; Papillomavirus E6 Proteins, HPV, Oncoprotein; HET: ZN; NMR {Human papillomavirus type 51}",PF15250.7,0.4321,0.1116,Raftlin ; Raftlin,1SVD_M,64.37,"ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (E.C.4.1.1.39); beta-alpha-barrel, LYASE; HET: SO4; 1.8A {Halothiobacillus neapolitanus} SCOP: d.73.1.1"
WP_010939963.1,DVU_RS12630,DVU2694,hypothetical,6R3E_B,0.6651,0.3892,"DNA (cytosine-5)-methyltransferase 3B,DNA (cytosine-5)-methyltransferase 3B; DNMT3B PWWP DOMAIN, HISTONE BINDING; HET: SO4, 96H; 2.269A {Homo sapiens}",PF15057.7,0.6253,0.6945,DUF4537 ; Domain of unknown function (DUF4537),2RE3_A,37.92,"Uncharacterized protein; STRUCTURAL GENOMICS, JOINT CENTER FOR; HET: MSE; 2.5A {Silicibacter pomeroyi DSS-3}"
WP_010939966.1,DVU_RS12645,DVU2697,hypothetical,5KS5_A,0.5566,0.5929,"Eukaryotic elongation factor 2 kinase; TRANSFERASE, eEF2K, SEL1, elongation, TPR; NMR {Homo sapiens}",PF14675.7,0.4917,0.3141,FANCI_S1 ; FANCI solenoid 1,5KS5_A,98.39,"Eukaryotic elongation factor 2 kinase; TRANSFERASE, eEF2K, SEL1, elongation, TPR; NMR {Homo sapiens}"
WP_010939969.1,DVU_RS12660,DVU2700,hypothetical,5WLQ_A,0.3755,0.3363,"Capsid assembly scaffolding protein,Myosin-7; Myosin, Gp7, Coiled-Coil, Eb1, MOTOR; HET: TMO; 3.104A {Bacillus phage phi29}",PF13851.7,0.3944,0.3340,GAS ; Growth-arrest specific micro-tubule binding,4Q4G_X,36.66,"Peptidoglycan endopeptidase RipA (E.C.3.4.-.-); alpha-beta, cell wall hydrolase, HYDROLASE; 0.97A {Mycobacterium tuberculosis}"
WP_014524556.1,DVU_RS12665,DVU2701,hypothetical,1AM9_C,0.4545,0.5217,STEROL REGULATORY ELEMENT BINDING(STRE)/DNA COMPLEX; STEROL REGULATORY ELEMENT BINDING PROTEIN; 2.3A {Homo sapiens} SCOP: a.38.1.1,PF11221.9,0.4476,0.3597,Med21 ; Subunit 21 of Mediator complex,3ZBI_L,94.77,"TRAF PROTEIN, TRAO PROTEIN, TRAN; CELL ADHESION, BACTERIAL SECRETION; 8.5A {ESCHERICHIA COLI}"
WP_010939971.1,DVU_RS12670,DVU2702,hypothetical,5J73_A,0.6308,0.6976,"designed protein 2L4HC2_23; rosetta, de novo design, DE; 2.56A {synthetic construct}",PF07028.12,0.6679,0.5919,DUF1319 ; Protein of unknown function (DUF1319),3JC8_Oa,88.95,"PilA, Type IV-A pilus assembly; motor, pilus, ring, membrane channel; HET: MEA;{Myxococcus xanthus DK 1622}"
WP_010939972.1,DVU_RS12675,DVU2703,hypothetical,4W7Z_C,0.5922,0.6332,"BAP29; Coiled coil, nanomaterial, transport protein; HET: SO4; 2.2A {Homo sapiens}",PF10779.10,0.6500,0.6886,XhlA ; Haemolysin XhlA,2XZR_A,85.02,"IMMUNOGLOBULIN-BINDING PROTEIN EIBD; CELL ADHESION, TRIMERIC AUTOTRANSPORTER ADHESIN; 2.8A {ENTEROBACTERIA PHAGE P-EIBD}"
WP_010940676.1,DVU_RS12705,DVU4026,hypothetical,7AE6_B,0.6940,0.7760,"HEPN toxin; toxin-antitoxin system, MNT-HEPN, AMPylation, TOXIN; HET: EDO, AMP; 1.65A {Aphanizomenon flos-aquae 2012/KM1/D3}",PF18737.2,0.6110,0.5124,HEPN_MAE_28990 ; MAE_28990/MAE_18760-like HEPN,3C8G_A,95.78,"Putative transcriptional regulator; APC27974, YggD, Mannitol operon repressor; HET: MSE, MLY; 2.5A {Shigella flexneri 2a str. 2457T} SCOP: a.285.1.1"
WP_010939980.1,DVU_RS12720,DVU2712,hypothetical,2OUT_A,0.5001,0.4319,"Mu-like prophage FluMu protein gp35; structural genomics, Haemophilus influenzae, hypothetical; NMR {Haemophilus influenzae} SCOP: d.344.1.1, a.140.3.2",PF17891.2,0.4311,0.8006,FluMu_N ; Mu-like prophage FluMu N-terminal domain,2OUT_A,98.81,"Mu-like prophage FluMu protein gp35; structural genomics, Haemophilus influenzae, hypothetical; NMR {Haemophilus influenzae} SCOP: d.344.1.1, a.140.3.2"
WP_010939985.1,DVU_RS12745,DVU2717,hypothetical,5YJJ_B,0.5318,0.2548,"Polyribonucleotide nucleotidyltransferase (E.C.2.7.7.8); polynucleotidyl phosphorylase, RNA degradation, Polyadenylation; HET: PO4; 2.2A {Staphylococcus epidermidis (strain ATCC 12228)}",PF05544.12,0.4476,0.3983,Pro_racemase ; Proline racemase,6G6F_D,60.86,"CC-Type2-LF; de novo, coiled coil, alpha-helical; HET: ACE; 1.7A {N/A}"
WP_010939987.1,DVU_RS12750,DVU2719,hypothetical,6RAP_A,0.6648,0.5799,"Afp1, Afp2, Afp3, Afp16; Anti-feeding prophage, secretion system, AFP; 3.3A {Serratia entomophila}",PF10618.10,0.8412,0.9011,Tail_tube ; Phage tail tube protein,3HNW_B,38.07,"uncharacterized protein; coiled-coil, Structural Genomics, PSI-2, Protein; HET: MSE, GOL; 2.196A {Eubacterium eligens}"
WP_010939988.1,DVU_RS12755,DVU2720,hypothetical,3KLU_A,0.6347,0.4822,"Uncharacterized protein yqbN; NESG, STRUCTURAL GENOMICS, PSI-2,PROTEIN STRUCTURE; 2.2A {Bacillus subtilis}",PF16459.6,0.6499,0.6273,"Phage_TAC_13 ; Phage tail assembly chaperone, TAC",2OB9_B,54.91,"Tail assembly chaperone; Bacteriophage HK97, morphogenesis, tail assembly; HET: MSE; 2.3A {Enterobacteria phage HK97}"
WP_010939990.1,DVU_RS12765,DVU2722,DNA circularization N-terminal domain-containing protein,5UE8_A,0.4998,0.2887,"Protein unc-13 homolog A; ALPHA HELICAL, NEUROTRANSMITTER RELEASE, SNARE; 3.35A {Rattus norvegicus}",PF15292.7,0.4232,0.2943,Treslin_N ; Treslin N-terminus,6J0N_f,93.19,"Pvc1, Pvc9, Pvc11, Pvc12, Pvc4; assembly, Photorhabdus asymbiotica, PVC, contractile; 3.5A {Photorhabdus asymbiotica subsp. asymbiotica (strain ATCC 43949 / 3105-77)}"
WP_010939993.1,DVU_RS12780,DVU2725,hypothetical,1ISE_A,0.4661,0.4086,Ribosome Recycling Factor; Translation; 2.2A {Escherichia coli} SCOP: d.67.3.1,PF03245.14,0.3899,0.3996,Phage_lysis ; Bacteriophage Rz lysis protein,3A0B_x,69.10,"Photosystem Q(B) protein, Photosystem II; MULTI-MEMBRANE PROTEIN COMPLEX, Electron transport; HET: OEC, PQ9, LHG, CLA, BCR, HEM, PHO, MGE, DGD; 3.7A {Thermosynechococcus vulcanus}"
WP_010939994.1,DVU_RS12785,DVU2727,phage GP46 family protein,2IA7_A,0.8773,0.7824,"Crystal structure of putative tail; NP_952040.1, putative tail lysozyme, Structural; 1.44A {Geobacter sulfurreducens} SCOP: d.373.1.1",PF10934.9,0.7102,0.7613,DUF2634 ; Protein of unknown function (DUF2634),6U5K_B,99.68,"Sheath PA0622, Glue PA0627, Tri1a; bacteriocin, pyocin, ANTIMICROBIAL PROTEIN; 3.5A {Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)}"
WP_010940672.1,DVU_RS12825,DVU4022,hypothetical,4XHP_A,0.5510,0.2791,"ParM hybrid fusion protein; STRUCTURAL PROTEIN, BACTERIAL ACTIN-LIKE PROTEIN; HET: ADP; 3.2A {Bacillus thuringiensis serovar kurstaki str. YBT-1520}",PF08735.11,0.6833,0.9278,DUF1786 ; Putative pyruvate format-lyase activating enzyme (DUF1786),6BQW_F,80.27,"Bacterial actin AlfA; actin, plasmid segregation, filament, CYTOSOLIC; HET: ANP; 4.2A {Bacillus subtilis}"
WP_010940012.1,DVU_RS12880,DVU2746,hypothetical,6R77_A,0.7915,0.6840,"Proline racemase; trans-3-Hydroxy-L-proline dehydratase, lyase, hydro-lyase, hydroxyproline; HET: HY3; 2.0A {Thermococcus litoralis}",PF05544.12,0.7554,0.7206,Pro_racemase ; Proline racemase,6JIW_A,99.95,"Diaminopimelate epimerase; histidine racemase, cobalt and nickel; HET: MSE; 1.58A {Staphylococcus aureus}"
WP_010940013.1,DVU_RS12885,DVU2747,hypothetical,6F38_n,0.4886,0.3793,"ARP1 actin related protein 1; TDH, DDH, Complex, dynein/dynactin/HOOK3, MOTOR; HET: ATP, ADP;{Sus scrofa}",PF11573.9,0.4782,0.4143,Med23 ; Mediator complex subunit 23,3O0F_A,99.79,"putative metal-dependent phosphoesterase; STRUCTURAL GENOMICS, JOINT CENTER FOR; HET: AMP; 1.94A {Bifidobacterium adolescentis}"
WP_011791684.1,DVU_RS12945,DVU2760,hypothetical,6YII_A,0.6658,0.4084,"Transcriptional regulator; ATP Complex, Class III adenylyl; HET: ATP, SO4; 1.44A {Pseudomonas aeruginosa}",PF00211.21,0.5716,0.8882,Guanylate_cyc ; Adenylate and Guanylate cyclase catalytic domain,5X4T_A,99.70,"Photoactivated adenylyl cyclase; cAMP, BLUF domain, optogenetics, photoactivation; HET: FMN; 1.601A {Cyanobacteria}"
WP_010940027.1,DVU_RS12950,DVU2761,hypothetical,2F66_A,0.4669,0.4579,"Vps23C, Vps28N, Vps37C; Endosome, Trafficking complex, Vps23, Vps28; HET: SO4; 2.8A {Saccharomyces cerevisiae} SCOP: a.2.17.1",PF14145.7,0.4591,0.4681,YrhK ; YrhK-like protein,6DXR_B,54.73,"Apolipoprotein C-I; lipoprotein particles, lipids, alpha helix; HET: MPD; 2.0A {Homo sapiens}"
WP_010940032.1,DVU_RS16720,DVU2766,hypothetical,3HZ7_A,0.6695,0.4790,"Uncharacterized protein; alpha-beta protein, Structural Genomics, PSI-2; HET: MSE; 2.0A {Desulfitobacterium hafniense}",PF17797.2,0.7084,0.5858,RL ; RL domain,3CP8_A,15.03,"tRNA uridine 5-carboxymethylaminomethyl modification enzyme; Rossmann fold, FAD-binding domain, dinucleotide-binding; HET: FAD; 3.2A {Chlorobium tepidum}"
WP_010940044.1,DVU_RS13020,DVU2778,hypothetical,4OX0_B,0.6670,0.6048,"Developmental protein SEPALLATA 3; coiled-coil, oligomerization domain, keratin-like domain; 2.49A {Arabidopsis thaliana}",PF14968.7,0.6521,0.2321,CCDC84 ; Coiled coil protein 84,5J0J_C,83.86,"designed protein 2L6HC3_6; rosetta, de novo design, DE; 2.256A {synthetic construct}"
WP_014524569.1,DVU_RS13035,DVU2781,hypothetical,3NKU_A,0.4197,0.3692,"DrrA; POSTTRANSLATIONAL MODIFICATION, AMPYLATION, ADENYLYLATION, RAB1B; HET: PGE, MSE; 2.1A {Legionella pneumophila subsp. pneumophila}",PF05266.15,0.3931,0.3767,DUF724 ; Protein of unknown function (DUF724),1O5H_A,16.00,"formiminotetrahydrofolate cyclodeaminase; TM1560, Formiminotetrahydrofolate cyclodeaminase, STRUCTURAL GENOMICS; 2.8A {Thermotoga maritima} SCOP: a.191.1.1"
WP_010940055.1,DVU_RS13065,DVU2789,hypothetical,5YS3_A,0.9696,0.9254,"Succinate-Acetate Permease; organic anion channel, rectifying, unidirectional; HET: PLM, 78M, ACT; 1.823A {Citrobacter koseri (strain ATCC BAA-895 / CDC 4225-83 / SGSC4696)}",PF01184.20,0.9523,0.8459,Gpr1_Fun34_YaaH ; GPR1/FUN34/yaaH family,5YS3_A,100.00,"Succinate-Acetate Permease; organic anion channel, rectifying, unidirectional; HET: PLM, 78M, ACT; 1.823A {Citrobacter koseri (strain ATCC BAA-895 / CDC 4225-83 / SGSC4696)}"
WP_014524572.1,DVU_RS13130,NULL,hypothetical,6BT4_A,0.4333,0.2164,"S-layer protein sap; S-layer homology domain, Secondary cell; HET: SO4, KPM; 2.306A {Bacillus anthracis}",PF07899.12,0.4354,0.1650,Frigida ; Frigida-like protein,1Q90_R,87.88,"Apocytochrome f, Cytochrome b6, Cytochrome; MEMBRANE PROTEIN COMPLEX, PHOTOSYNTHESIS, ELECTRON; HET: SQD, LFA, BCR, TDS, LMG, HEM, CLA; 3.1A {Chlamydomonas reinhardtii} SCOP: f.23.12.1"
WP_010940069.1,DVU_RS13135,DVU2803,hypothetical,6O3E_B,0.5112,0.3529,"Catenin alpha-1; catenin, cell adhesion, actin binding; 4.001A {Mus musculus}",PF01044.20,0.4582,0.3081,Vinculin ; Vinculin family,2MMU_A,8.20,"Cell division protein CrgA; CrgA structure, Membrane protein, Hydrated; NMR {Mycobacterium tuberculosis}"
WP_010940095.1,DVU_RS13240,DVU2829,hypothetical,1Y6U_A,0.6355,0.7030,"Excisionase from transposon Tn916; DNA architectural protein, Tyrosine recombinase; NMR {Enterococcus faecalis}",PF11112.9,0.6639,0.7124,PyocinActivator ; Pyocin activator protein PrtN,1Z4H_A,99.00,"Tor inhibition protein; winged helix, reverse turn, PROTEIN; NMR {Escherichia coli}"
WP_010940096.1,DVU_RS13245,DVU2830,hypothetical,1UTY_A,0.4739,0.3562,"NON-STRUCTURAL PROTEIN 2 (E.C.2.7.7.48); VIRAL PROTEIN, RNA BINDING PROTEIN; 2.4A {BLUETONGUE VIRUS} SCOP: b.147.1.1",PF02996.18,0.4821,0.4930,Prefoldin ; Prefoldin subunit,2CO3_B,38.04,"SAFA PILUS SUBUNIT; PILUS SUBUNIT, ADHESION, PATHOGENESIS, FIBRIL; 1.78A {SALMONELLA TYPHIMURIUM} SCOP: b.2.3.2"
WP_014524576.1,DVU_RS13250,NULL,hypothetical,4L3I_A,0.6728,0.1257,"Protein regulator of cytokinesis 1; Spectrin, Helical, Coiled-coil, Microtubule binding; 3.6005A {Homo sapiens}",PF11221.9,0.6095,0.3824,Med21 ; Subunit 21 of Mediator complex,4X3H_A,32.93,"ACTIVITY-REGULATED CYTOSKELETON-ASSOCIATED PROTEIN, VOLTAGE-DEPENDENT CALCIUM; ENDOCYTOSIS MEDIATOR, SIGNALING PROTEIN; 2.401A {Rattus norvegicus}"
WP_010940097.1,DVU_RS13255,DVU2831,hypothetical,5Z1V_D,0.4844,0.4844,"AvrPib protein; Magnaporthe oryzae, MAX effector, protein; HET: MSE; 1.661A {Magnaporthe oryzae}",PF17604.3,0.4775,0.3727,DUF5500 ; Family of unknown function (DUF5500),6VQV_A,67.09,"CRISPR system single-strand-specific deoxyribonuclease Cas10/Csm1; CRISPR, Type I-F, Csy, AcrF9;{Pseudomonas aeruginosa}"
WP_010940099.1,DVU_RS13265,DVU2833,hypothetical,4M70_A,0.5070,0.4654,"Rx protein, Ran GTPase activating; Rx, RanGAP2, coiled coil domain; 2.103A {Solanum tuberosum}",PF05769.12,0.4945,0.3556,SIKE ; SIKE family,5H1N_B,56.70,"UPF0253 protein YaeP; SF173, hypothetical protein, UNKNOWN FUNCTION; HET: MSE; 1.47A {Shigella flexneri}"
WP_010940100.1,DVU_RS13270,DVU2834,hypothetical,2ZDI_C,0.3944,0.3442,"Prefoldin subunit beta, Prefoldin subunit; CHAPERONE, PREFOLDIN; HET: SO4; 3.0A {Pyrococcus horikoshii}",PF00666.18,0.3958,0.4192,Cathelicidins ; Cathelicidin,6YJ4_i,13.37,"NADH-ubiquinone oxidoreductase chain 3 (E.C.7.1.1.2); NADH:Ubiquinone Oxidoreductase, complex I, MEMBRANE; HET: SF4, FME, 2MR, PLC, FMN, NDP, EHZ, CDL, 3PE, LMT; 2.7A {Yarrowia lipolytica}"
WP_010940103.1,DVU_RS13285,DVU2837,type I restriction enzyme HsdR N-terminal domain-containing protein,5HR4_J,0.5596,0.2603,"MmeI/DNA Complex; DNA-protein complex, Restriction-Modification enzyme, Hydrolase-DNA; HET: SFG; 2.5964A {Methylophilus methylotrophus}",PF15146.7,0.4526,0.3903,FANCAA ; Fanconi anemia-associated,3H1T_A,98.83,"Type I site-specific restriction-modification system; hydrolase, restriction enzyme hsdR, ATP-binding; 2.3A {Vibrio vulnificus}"
WP_010940105.1,DVU_RS13295,DVU2839,hypothetical,2XUB_A,0.5667,0.2360,"DNA-DIRECTED RNA POLYMERASE III SUBUNIT; TRANSCRIPTION, WINGED HELIX; 2.8A {HOMO SAPIENS}",PF04337.13,0.5491,0.6302,"DUF480 ; Protein of unknown function, DUF480",5TF3_A,34.42,"Inosine-5'-monophosphate dehydrogenase,Inosine-5'-monophosphate dehydrogenase (E.C.1.1.1.205,1.1.1.205); alpha structure, Functional Genomics, Chicago; HET: MSE; 2.001A {Yersinia pestis CO92}"
WP_010940106.1,DVU_RS13300,DVU2840,hypothetical,4L3I_A,0.5135,0.3017,"Protein regulator of cytokinesis 1; Spectrin, Helical, Coiled-coil, Microtubule binding; 3.6005A {Homo sapiens}",PF03999.13,0.4478,0.2393,MAP65_ASE1 ; Microtubule associated protein (MAP65/ASE1 family),3D36_C,14.84,"Sensor protein (E.C.2.7.13.3), Kinase inhibitor; GHKL ATPase, Four Helix Bundle; HET: ADP, MPD; 2.03A {Geobacillus stearothermophilus}"
WP_010940110.1,DVU_RS13320,DVU2844,hypothetical,2X7V_A,0.7623,0.7623,"PROBABLE ENDONUCLEASE 4 (E.C.3.1.21.2); DNA REPAIR PROTEIN, METAL-BINDING, HYDROLASE; 2.3A {THERMOTOGA MARITIMA MSB8}",PF03786.14,0.7338,0.6123,UxuA ; D-mannonate dehydratase (UxuA),2HK1_D,96.08,"D-tagatose 3-epimerase (E.C.5.3.1.-); TIM-barrel, ISOMERASE; HET: MSE, FUD; 2.3A {Agrobacterium tumefaciens}"
WP_010940113.1,DVU_RS13330,DVU2847,hypothetical,1J4W_A,0.5105,0.3784,"FUSE binding protein/DNA Complex; SINGLE-STRANDED DNA BINDING PROTEIN, TRANSCRIPTION; NMR {Homo sapiens} SCOP: d.51.1.1",PF00211.21,0.4922,0.3473,Guanylate_cyc ; Adenylate and Guanylate cyclase catalytic domain,6AZ6_A,57.95,"GntR family transcriptional regulator; Transcriptional repressor, TRANSCRIPTION; HET: MSE; 1.909A {Streptococcus agalactiae}"
WP_014524579.1,DVU_RS13375,DVU2856,hypothetical,6V8I_AF,0.4844,0.2792,"Distal Tail Protein, gp58, Tail-Associated; phage tail, tail tip, tape; 3.7A {Staphylococcus virus 80alpha}",PF05482.13,0.4565,0.4549,Serendipity_A ; Serendipity locus alpha protein (SRY-A),6V8I_AF,98.01,"Distal Tail Protein, gp58, Tail-Associated; phage tail, tail tip, tape; 3.7A {Staphylococcus virus 80alpha}"
WP_010940125.1,DVU_RS13405,DVU2861,hypothetical,3FZ2_J,0.6657,0.9005,"Minor tail protein U; Mixed Alpha-Beta fold, VIRAL PROTEIN; HET: MSE, SO4; 2.7A {Enterobacteria phage lambda}",PF06141.12,0.6569,0.9141,Phage_tail_U ; Phage minor tail protein U,3FZ2_J,99.73,"Minor tail protein U; Mixed Alpha-Beta fold, VIRAL PROTEIN; HET: SO4, MSE; 2.7A {Enterobacteria phage lambda}"
WP_010940128.1,DVU_RS13430,DVU2866,hypothetical,6V40_A,0.8568,0.7945,"PG_binding_3 domain-containing protein; Muramidase Lysozyme-like Peptidoglycan-binding, PROTEIN TRANSPORT; HET: API; 2.104A {Salmonella typhi}",PF01374.19,0.5459,0.4928,Glyco_hydro_46 ; Glycosyl hydrolase family 46,6V40_A,100.00,"PG_binding_3 domain-containing protein; Muramidase Lysozyme-like Peptidoglycan-binding, PROTEIN TRANSPORT; HET: API; 2.104A {Salmonella typhi}"
WP_010940130.1,DVU_RS13440,DVU2868,hypothetical,6U0M_B,0.4790,0.3196,"replicative CMG helicase; DNA replication, CMG-Mcm10, REPLICATION-DNA complex; HET: ATP; 3.9A {Saccharomyces cerevisiae}",PF16922.6,0.3817,0.6888,SLD5_C ; DNA replication complex GINS protein SLD5 C-terminus,5GHS_D,81.43,"SsDNA-specific exonuclease, Putative uncharacterized protein; DNA replication, DNA BINDING PROTEIN-REPLICATION; HET: SO4; 2.591A {Thermococcus kodakarensis (strain ATCC BAA-918 / JCM 12380 / KOD1)}"
WP_010940133.1,DVU_RS13465,DVU2873,hypothetical,2L6Q_A,0.5298,0.7245,"Head-to-tail joining protein W (GpW); gpW, fast protein folding, downhill; NMR {Enterobacteria phage lambda}",PF02831.16,0.5876,0.7546,gpW ; gpW,2L6R_A,98.02,"Head-to-tail joining protein W (GpW); gpW, atom by atom analysis; NMR {Enterobacteria phage lambda}"
WP_010940134.1,DVU_RS13470,DVU2874,hypothetical,6R3E_B,0.6659,0.3869,"DNA (cytosine-5)-methyltransferase 3B,DNA (cytosine-5)-methyltransferase 3B; DNMT3B PWWP DOMAIN, HISTONE BINDING; HET: SO4, 96H; 2.269A {Homo sapiens}",PF15057.7,0.6021,0.6575,DUF4537 ; Domain of unknown function (DUF4537),4MCT_D,33.59,"Antidote protein, Killer protein; bacterial toxins, biofilms, cell metabolism; 2.8A {Proteus vulgaris}"
WP_010940137.1,DVU_RS13485,DVU2877,hypothetical,6XNS_E,0.4507,0.3600,"C3_crown-05; HELICAL BUNDLE REPEAT PROTEIN, DE; 3.19A {synthetic construct}",PF07471.13,0.5503,0.7893,Phage_Nu1 ; Phage DNA packaging protein Nu1,6HN7_B,97.23,"Redirecting phage packaging protein C; Redirecting packaging protein, DNA Binding; 3.0A {Escherichia coli}"
WP_014524585.1,DVU_RS13590,DVU2899,hypothetical,4BQN_A,0.9216,0.8312,"CAPSULAR POLYSACCHARIDE BIOSYNTHESIS PROTEIN; TRANSFERASE, ACETYLTRANSFERASE, MELIOIDOSIS.; HET: PGE, PEG, COA; 1.38A {BURKHOLDERIA PSEUDOMALLEI}",PF18588.2,0.6419,0.8667,WcbI ; Polysaccharide biosynthesis enzyme WcbI,4BQN_B,100.00,"CAPSULAR POLYSACCHARIDE BIOSYNTHESIS PROTEIN; TRANSFERASE, ACETYLTRANSFERASE, MELIOIDOSIS.; HET: COA, PEG, PGE; 1.38A {BURKHOLDERIA PSEUDOMALLEI}"
WP_010940168.1,DVU_RS13635,DVU2908,hypothetical,5JSZ_D,0.8977,0.8500,"Energy-coupling factor transporter ATP-binding protein; ECF transporter, folate, membrane protein; 3.004A {Lactobacillus delbrueckii subsp. bulgaricus (strain ATCC 11842 / DSM 20081 / JCM 1002 / NBRC 13953 / NCIMB 11778)}",PF02361.17,0.7213,0.8174,CbiQ ; Cobalt transport protein,5JSZ_D,99.93,"Energy-coupling factor transporter ATP-binding protein; ECF transporter, folate, membrane protein; 3.004A {Lactobacillus delbrueckii subsp. bulgaricus (strain ATCC 11842 / DSM 20081 / JCM 1002 / NBRC 13953 / NCIMB 11778)}"
