Query       	qlen	Templa	alnlen	Prob	E-value	SID	Neff	Description
WP_010938833.1	133	6MZM_X	74	48.83	1.7	14%	2.78931	| TAF1, Transcription initiation factor TFIID; Transcription, DNA, Nuclear, transcription-dna complex;{Homo sapiens}
WP_010938331.1	169	5MGP_w	40	53.61	1.8	18%	7.04082	| 50S ribosomal protein L2, 50S; Cryo-Em, Ribosome, Termination, alternative rescue; 3.1A {Escherichia coli}
WP_010938370.1	196	6O58_A	46	50.79	1.8	22%	6.07774	| Calcium uniporter protein, mitochondrial, Essential; ion channel, complex, membrane protein; 3.8A {Homo sapiens}
WP_010938799.1	116	3BBZ_A	49	51.42	1.8	12%	6.34489	| P protein; molten globule, VIRAL PROTEIN, REPLICATION; HET: FMT; 2.1A {Mumps virus}
WP_010939131.1	90	5GNP_A	85	49.15	1.8	13%	4.587	| Cell division protein ZapD; ZapD, cytokinesis, cell division, FtsZ; 2.8A {Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)}
WP_164928139.1	45	6QIO_D	45	45.11	1.8	20%	1	| Serum albumin, IgG receptor FcRn; complex, albumin binding, long-acting growth; HET: MES, CYS, JG5; 1.95A {Homo sapiens}
WP_010937346.1	57	6T15_i	44	50.12	1.9	11%	5.13386	| CYTOCHROME B-C1 COMPLEX SUBUNIT 1; CYTOCHROME C OXIDASE CYTOCHROME BC1; HET: PCF, CDL, HEC, HEM, HEA, PEF; 3.29A {Saccharomyces cerevisiae S288C}
WP_010937727.1	58	1OFU_Y	57	43.33	1.9	11%	1.78165	| CELL DIVISION PROTEIN FTSZ, HYPOTHETICAL; BACTERIAL CELL DIVISION INHIBITOR, FTSZ; HET: GDP; 2.1A {PSEUDOMONAS AERUGINOSA} SCOP: c.37.1.22
WP_014524471.1	116	1E9K_A	26	52.33	1.9	38%	1	| CAMP SPECIFIC PHOSPHODIESTERASE PDE4D5 (E.C.3.1.4.17); HYDROLASE, CAMP-SPECIFIC PHOSPHODIESTERASE; NMR {N/A} SCOP: j.87.1.1
WP_010937803.1	82	6KMW_bC	73	43.51	2	11%	5.02624	| PROTEIN; Photosystem I, ELECTRON TRANSPORT; HET: PQN, LHG, SF4, CLA, BCR, LMT, LMG, UNL, CL0; 2.35A {Halomicronema hongdechloris C2206}
WP_014524652.1	72	3IP4_C	72	44.11	2	8%	2.86012	| Glutamyl-tRNA(Gln) amidotransferase subunit A (E.C.6.3.5.-); MULTI PROTEIN COMPLEX, LIGASE, ATP-binding; 1.9A {Staphylococcus aureus subsp. aureus}
WP_010939907.1	362	3F5R_A	177	45.23	2.2	16%	2.16819	| FACT complex subunit POB3; APC7736, FACT complex (Spt16p-Pob3p), Saccharomyces; 1.7A {Saccharomyces cerevisiae}
WP_010937544.1	107	2CO3_B	96	42.63	2.3	17%	1.61401	| SAFA PILUS SUBUNIT; PILUS SUBUNIT, ADHESION, PATHOGENESIS, FIBRIL; 1.78A {SALMONELLA TYPHIMURIUM} SCOP: b.2.3.2
WP_010938484.1	73	6MM4_A	33	50.11	2.3	27%	4.28079	| Engineered Cystine Knot Protein 2.5F; Cystine Knot, Knottin, Protein Engineering; NMR {synthetic construct}
WP_010939429.1	338	2JG9_A	128	39.68	2.3	14%	3.08494	| COMPLEMENT C1Q SUBCOMPONENT SUBUNIT A; POLYMORPHISM, GLYCOPROTEIN, PHAGOCYTOSIS, DISEASE MUTATION; 1.9A {Homo sapiens} SCOP: b.22.1.1
WP_010939901.1	78	3HZ7_A	63	39.73	2.3	22%	1	| Uncharacterized protein; alpha-beta protein, Structural Genomics, PSI-2; HET: MSE; 2.0A {Desulfitobacterium hafniense}
WP_010938088.1	156	6FNP_A	155	42.02	2.4	11%	4.85505	| Membrane protein, Energy-coupling factor transporter; Vitamin B12, ECF transporter, Membrane; 3.4A {Lactobacillus delbrueckii}
WP_010938273.1	112	2K29_B	53	42.13	2.4	11%	4.73376	| Antitoxin RelB; RelB, Ribbon-Helix-Helix, antitoxin, Repressor, Stress; NMR {Escherichia coli}
WP_011791744.1	72	6PX3_S	68	45.85	2.4	28%	5.60261	| Histone H3, Histone H4, Ubiquitin-60S; Set2, nucleosome, chromatin, KMT, GENE;{Xenopus laevis}
WP_164928130.1	29	2B9K_A	29	44.01	2.4	41%	1	| Antimicrobial peptide LCI; BETA-STRANDED PROTEIN, AMP, ANTIBIOTIC; NMR {Bacillus subtilis}
WP_164928120.1	83	6V0M_B	68	43.27	2.5	19%	1	| Mitogen-activated protein kinase kinase kinase; SAM, kinase, ASK, TRANSFERASE; 1.8A {Homo sapiens}
WP_010940557.1	97	1KB9_I	55	44.40	2.6	16%	5.08355	| UBIQUINOL-CYTOCHROME C REDUCTASE COMPLEX CORE; oxidoreductase, ubiquinone, stigmatellin, cardiolipin, phosphatidylinositol; HET: PIE, CDL, PEF, SMA, UQ6, PCF, HEM, UMQ; 2.3A {Saccharomyces cerevisiae} SCOP: f.23.14.1
WP_014524519.1	302	3VZ9_B	104	39.22	2.8	10%	2.49618	| Uncharacterized protein, Spc24 protein; RWD domain, kinetochore component, chromosome; 1.03A {Gallus gallus}
WP_010937548.1	129	3JTZ_A	82	37.86	2.9	16%	3.37124	| Integrase; four stranded beta-sheet, DNA BINDING; 1.3A {Yersinia pestis}
WP_010938812.1	328	6XY1_C	32	46.28	2.9	22%	7.58368	| 4-KE-4; coiled coil, tetramer, parallel, de; HET: ACE; 1.5A {N/A}
WP_010937627.1	86	1ZVB_C	24	42.91	3	25%	2.5233	| E2 glycoprotein; SARS coronavirus, membrane fusion, S2; 1.7A {SARS coronavirus} SCOP: h.3.3.1
WP_010938417.1	316	4P3H_A	170	44.30	3	17%	7.34813	| KSHV Protease; protein-protein interaction inhibition, serine protease; HET: GOL, 25G, DMS; 1.45A {Human herpesvirus 8}
WP_010939969.1	139	4Q4G_X	133	36.66	3	18%	3.30669	| Peptidoglycan endopeptidase RipA (E.C.3.4.-.-); alpha-beta, cell wall hydrolase, HYDROLASE; 0.97A {Mycobacterium tuberculosis}
WP_150103619.1	67	4C2M_B	62	35.96	3	27%	1	| DNA-DIRECTED RNA POLYMERASES I, II; TRANSCRIPTION, RIBOSOME BIOGENESIS; HET: SO4, ZN; 2.8A {SACCHAROMYCES CEREVISIAE}
WP_010937461.1	98	4LA9_A	97	33.44	3.1	13%	4.15904	| Glutamine ABC transporter permease and; GLUTAMINE BINDING PROTEIN, AMINO ACID; HET: PEG; 1.3A {Lactococcus lactis subsp. lactis}
WP_010940096.1	121	2CO3_B	111	38.04	3.1	17%	1.5461	| SAFA PILUS SUBUNIT; PILUS SUBUNIT, ADHESION, PATHOGENESIS, FIBRIL; 1.78A {SALMONELLA TYPHIMURIUM} SCOP: b.2.3.2
WP_014524686.1	271	6PEP_AP	98	40.27	3.1	18%	2.122	| Surface presentation of antigens protein; Bacterial secretion, type III secretion; 3.8A {Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)}
WP_010938411.1	126	2LFC_A	114	36.36	3.2	11%	3.53263	| Fumarate reductase, flavoprotein subunit (E.C.1.3.99.1); Structural Genomics, NORTHEAST STRUCTURAL GENOMICS; NMR {Lactobacillus plantarum}
WP_010939462.1	176	5D4N_A	94	32.46	3.3	14%	1.47448	| Nitrogen regulatory protein P-II; carbon regulatory PII protein, CPII; HET: ADP, AMP; 1.6A {Thiomonas intermedia (strain K12)}
WP_164928129.1	83	1Z8Y_G	76	42.08	3.3	26%	1.7617	| Spike glycoprotein E1, Spike glycoprotein; icosahedral enveloped virus, Icosahedral virus; 9.0A {Sindbis virus}
WP_010938412.1	178	2QKL_B	89	39.05	3.4	12%	5.50197	| SPBC3B9.21 protein, SPAC19A8.12 protein (E.C.3.6.1.30); protein-protein complex, HYDROLASE; 2.33A {Schizosaccharomyces pombe} SCOP: a.242.1.1
WP_014524394.1	588	2VYC_C	504	40.32	3.4	8%	7.72061	| BIODEGRADATIVE ARGININE DECARBOXYLASE (E.C.4.1.1.19); ARGININE DECARBOXYLASE, PYRIDOXAL PHOSPHATE, PLP-DEPENDENT; HET: PLP; 2.4A {ESCHERICHIA COLI}
WP_014524543.1	183	2EBF_X	130	40.34	3.4	20%	2.90472	| Dermonecrotic toxin; Pasteurella multocida toxin, Trojan horse-like; HET: TRE; 1.9A {Pasteurella multocida} SCOP: d.3.1.17, c.150.1.2, a.296.1.1
WP_010938785.1	127	5DMB_D	73	41.45	3.6	14%	9.12151	| Flagellar assembly factor FliW, Carbon; Translation, flagellum, assembly factor; 2.301A {Geobacillus thermodenitrificans}
WP_010939040.1	79	3FF5_A	54	36.08	3.6	22%	1	| Peroxisomal biogenesis factor 14; protein import, peroxin, 3 helices; HET: DPW; 1.8A {Rattus norvegicus}
WP_010939869.1	147	4V2T_K	80	35.10	3.6	18%	1	| PLEUROTOLYSIN A, PLEUROTOLYSIN B; TRANSPORT PROTEIN, MACPF/CDC SUPERFAMILY, PORE-FORMING; 11.0A {PLEUROTUS OSTREATUS}
WP_011791504.1	200	4Q4G_X	188	35.50	3.6	15%	5.12619	| Peptidoglycan endopeptidase RipA (E.C.3.4.-.-); alpha-beta, cell wall hydrolase, HYDROLASE; 0.97A {Mycobacterium tuberculosis}
WP_014524576.1	70	4X3H_A	64	32.93	3.6	9%	1.53347	| ACTIVITY-REGULATED CYTOSKELETON-ASSOCIATED PROTEIN, VOLTAGE-DEPENDENT CALCIUM; ENDOCYTOSIS MEDIATOR, SIGNALING PROTEIN; 2.401A {Rattus norvegicus}
WP_010938685.1	155	2OFI_A	138	34.21	3.7	15%	1	| 3-METHYLADENINE DNA GLYCOSYLASE I/DNA; 3-Methyladenine, DNA repair, Glycosylase, Base; HET: ADK; 1.85A {Salmonella typhi}
WP_010939890.1	270	4IPA_C	223	34.28	3.7	13%	1.9975	| Putative curved DNA-binding protein; MAP, Methionine Aminopeptidase, Ribosome biogenesis; HET: SO4; 2.3A {Chaetomium thermophilum var. thermophilum DSM 1495}
WP_010940662.1	121	5WUR_B	121	30.37	3.7	10%	3.39255	| ECF RNA polymerase sigma factor; Sigma-anti-sigma complex, zinc binding motif; 2.6A {Bacillus subtilis subsp. subtilis str. 168}
WP_041722671.1	226	4V8M_AD	155	37.25	3.7	27%	1	| Ribosome; RIBOSOME, EUKARYOTIC, KINETOPLASTIDS, EXPANSION SEGMENTS; 5.57A {TRYPANOSOMA BRUCEI BRUCEI}
WP_010939963.1	144	2RE3_A	136	37.92	3.8	21%	5.12433	| Uncharacterized protein; STRUCTURAL GENOMICS, JOINT CENTER FOR; HET: MSE; 2.5A {Silicibacter pomeroyi DSS-3}
WP_010939987.1	124	3HNW_B	110	38.07	3.8	5%	7.31731	| uncharacterized protein; coiled-coil, Structural Genomics, PSI-2, Protein; HET: MSE, GOL; 2.196A {Eubacterium eligens}
WP_010938181.1	154	6ITH_A	31	39.29	3.9	10%	2.72125	| Syndecan-2; membrane protein, DPC, micelles; NMR {Homo sapiens}
WP_010938804.1	86	6VW9_A	53	30.88	4	17%	1.35848	| K+/Cl-Cotransporter; Cation-chloride-cotransporter, Slc transporter, cytosolic domain; HET: P33, GOL; 1.8A {Caenorhabditis elegans}
WP_010940134.1	142	4MCT_D	62	33.59	4	6%	5.15279	| Antidote protein, Killer protein; bacterial toxins, biofilms, cell metabolism; 2.8A {Proteus vulgaris}
WP_010939921.1	193	2EBF_X	130	36.99	4.1	22%	2.95508	| Dermonecrotic toxin; Pasteurella multocida toxin, Trojan horse-like; HET: TRE; 1.9A {Pasteurella multocida} SCOP: d.3.1.17, c.150.1.2, a.296.1.1
WP_010938333.1	261	3C0T_B	33	40.25	4.2	21%	6.72442	| Mediator of RNA polymerase II; BETA BARREL, CHANNEL, PROTEIN-PROTEIN COMPLEX; 2.4A {Schizosaccharomyces pombe}
WP_010939229.1	77	4LPZ_D	41	36.88	4.2	20%	2.22835	| Aryl hydrocarbon receptor nuclear translocator; PAS domain coiled coil, transcription; 3.15A {Homo sapiens}
WP_010939266.1	130	2KRU_A	57	36.14	4.2	9%	4.6709	| Light-independent protochlorophyllide reductase subunit B; NESG, PSI, bchB, Bacteriochlorophyll biosynthesis; NMR {Chlorobaculum tepidum}
WP_010940508.1	233	3HSI_A	221	31.69	4.2	11%	4.12623	| Phosphatidylserine synthase (E.C.2.7.8.8); Haemophilus influenzae, phosphatidylserine synthase, CDP-diacylglycerol--serine; HET: MSE; 2.2A {Haemophilus influenzae}
WP_010938985.1	122	1B9Y_B	65	33.03	4.4	14%	3.61204	| PHOSDUCIN/TRANSDUCIN BETA-GAMMA COMPLEX; PHOSDUCIN, TRANSDUCIN, BETA-GAMMA, SIGNAL TRANSDUCTION; 3.0A {Bos taurus} SCOP: a.137.3.1
WP_150103613.1	98	2M3A_A	65	38.84	4.5	20%	7.43601	| Protein KNL-2; MYB-like domain, DNA BINDING PROTEIN; NMR {Caenorhabditis elegans}
WP_164928112.1	142	4MCT_D	62	31.52	4.5	10%	5.1829	| Antidote protein, Killer protein; bacterial toxins, biofilms, cell metabolism; 2.8A {Proteus vulgaris}
WP_010939498.1	114	4UY3_A	102	32.25	4.6	12%	5.28763	| SEPTATION RING FORMATION REGULATOR EZRA; STRUCTURAL PROTEIN, DIVISOME, FTSZ, CELL; 2.6A {STAPHYLOCOCCUS AUREUS}
WP_014524625.1	42	4E8B_A	42	28.84	4.7	19%	1	| Ribosomal RNA small subunit methyltransferase; 16S rRNA Methyltransferase, TRANSFERASE; 2.249A {Escherichia coli}
WP_014524412.1	49	2L2O_A	45	33.30	4.8	22%	1	| UPF0727 protein C6orf115; HSPC280, C6ORF115, winged helix, UNKNOWN; NMR {Homo sapiens}
WP_010938753.1	111	6JYU_A	100	31.97	4.9	20%	4.46947	| Glucose-6-phosphate 1-dehydrogenase (E.C.1.1.1.49); G6PD deficiency, Hemolytic anemia, Oxidative; HET: NAP; 1.89A {Homo sapiens}
WP_010939335.1	487	6QBK_A	50	35.83	4.9	16%	4.65872	| Big defensin 1; Big-defensin, antimicrobial, marine, oyster, ANTIMICROBIAL; HET: AAR; NMR {N/A}
WP_010938800.1	135	2O8K_A	39	35.82	5	18%	9.04338	| RNA POLYMERASE SIGMA FACTOR RPON/DNA; PROTEIN-DNA COMPLEX, HELIX-TURN-HELIX, TRANSCRIPTION FACTOR; NMR {Aquifex aeolicus}
WP_010937679.1	230	3AJF_A	94	36.24	5.1	15%	5.87424	| Non-structural protein 3; RNA silencing suppression, negative strand; HET: MSE, SO4; 2.0A {Rice hoja blanca virus}
WP_010940198.1	390	5Z2I_B	95	31.40	5.1	13%	4.39584	| Dictyostelium discoideum mitochondrial calcium uniporter; METAL TRANSPORT; HET: MSE; 2.141A {Dictyostelium discoideum}
WP_010938436.1	62	4TX5_A	62	32.96	5.3	19%	4.0147	| Smac-DIABLO; Smac-DIABLO, APOPTOSIS; HET: MPD, ACT; 1.8A {Homo sapiens}
WP_010939113.1	90	4V9F_1	56	32.80	5.3	18%	3.74559	| PROTEIN/RNA Complex; 50S ribosomal subunit, ribonucleoprotein, ribosomal; HET: CL, MG, PSU, OMG, UR3, ACY, 1MA, NA, OMU; 2.404A {Haloarcula marismortui}
WP_010939507.1	122	3O39_B	87	28.03	5.3	13%	2.90882	| Periplasmic protein related to spheroblast; alpha-helical, Structural Genomics, Montreal-Kingston Bacterial; HET: MSE; 2.599A {Escherichia coli}
WP_010938304.1	406	3PE5_A	324	31.13	5.4	15%	5.11134	| Uncharacterized protein; Structural Genomics, PSI-Biology, Protein Structure; HET: MSE; 2.381A {Clostridium leptum}
WP_011792157.1	74	6MEZ_B	74	34.30	5.7	16%	3.90389	| Bacteriochlorophyll a protein; FMO Photosynthesis Antenna complex, Energy; HET: BCL, SO4; 1.74A {Prosthecochloris aestuarii}
WP_010940105.1	174	5TF3_A	99	34.42	5.8	15%	9.53576	| Inosine-5'-monophosphate dehydrogenase,Inosine-5'-monophosphate dehydrogenase (E.C.1.1.1.205,1.1.1.205); alpha structure, Functional Genomics, Chicago; HET: MSE; 2.001A {Yersinia pestis CO92}
WP_010938547.1	72	6VK0_D	71	30.31	5.9	14%	3.38997	| U1 SNP1-associating protein 1, Degradation; retro-translocation, ERAD, protein degradation, ubiquitination;{Saccharomyces cerevisiae}
WP_010939016.1	138	2O8K_A	39	33.20	5.9	18%	8.95431	| RNA POLYMERASE SIGMA FACTOR RPON/DNA; PROTEIN-DNA COMPLEX, HELIX-TURN-HELIX, TRANSCRIPTION FACTOR; NMR {Aquifex aeolicus}
WP_010939734.1	527	2MHC_A	106	25.52	5.9	11%	3.74141	| TnpX; SERINE RESOLVASE, RECOMBINATION; NMR {Clostridium perfringens}
WP_010940538.1	166	6C62_C	68	30.55	6	10%	5.00438	| Biuret hydrolase (E.C.3.5.1.84), AtzG; AtzE  biuret hydrolase ; HET: CSO; 1.95A {Pseudomonas sp. (strain ADP)}
WP_010938791.1	89	4WPY_A	55	28.73	6.2	25%	1	| DL-Rv1738; hypoxic response, DE NOVO PROTEIN; HET: GOL; 1.5A {N/A}
WP_010939008.1	110	2FTC_Q	38	31.49	6.2	18%	6.01255	| MITOCHONDRIAL RIBOSOME, LARGE SUBUNIT; MITOCHONDRIAL RIBOSOME, LARGE RIBOSOMAL SUBUNIT; 12.1A {Bos taurus}
WP_010939624.1	122	6HWH_B	121	30.32	6.2	14%	5.21142	| Ubiquinol-cytochrome c reductase iron-sulfur subunit; Membrane Protein, Cryo-EM, Respiratory supercomplex; HET: HEM, MQ9, HAS, HEC, CDL; 3.3A {Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)}
WP_014524319.1	162	5CFF_C	72	32.76	6.2	28%	1	| Miranda, Staufen; Coiled-coil and dsRNA-binding domain complex; HET: MSE; 2.5A {Drosophila melanogaster}
WP_010939950.1	60	5LUP_C	41	30.59	6.4	27%	1	| BLM protein; helicase dimerization alpha-helix motif, STRUCTURAL; HET: PO4; 2.032A {Homo sapiens}
WP_014524680.1	124	5E26_B	80	23.67	6.5	19%	1	| Pantothenate kinase 2, mitochondrial (E.C.2.7.1.33); PANK2, Structural Genomics, Structural Genomics; HET: GOL, PAU, ADP; 2.14A {Homo sapiens}
WP_014524391.1	58	1LXN_A	58	23.84	6.8	24%	1	| HYPOTHETICAL PROTEIN MTH1187; HYPOTHETICAL STRUCTURE, STRUCTURAL GENOMICS, PSI; HET: SO4, MSE; 2.3A {Methanothermobacter thermautotrophicus} SCOP: d.58.48.1
WP_010939001.1	211	3ZUQ_A	189	29.91	6.9	12%	6.93671	| BOTULINUM NEUROTOXIN TYPE B (E.C.3.4.24.69); HYDROLASE, PROTEIN ENGINEERING; 2.7A {CLOSTRIDIUM BOTULINUM}
WP_041722685.1	70	6S0Z_O	70	29.58	6.9	9%	7.38391	| 50S ribosomal protein L2, 50S; Ribosome, antibiotics, resistance, Staphylococcus aureus; HET: ERY; 2.3A {Staphylococcus aureus}
WP_010939319.1	91	5BNF_B	86	26.20	7	15%	2.70368	| Uncharacterized protein; ADP-hydrolase, ADP-cyclase, calcium signalling, cADPR; 2.3A {Sus scrofa}
WP_014524689.1	826	5YRX_A	131	23.32	7.1	17%	2.90001	| Nucleoid-associated protein Rv3716c; MtbRv3716, DNA binding, metal ion; HET: EDO; 1.9A {Mycobacterium tuberculosis H37Rv}
WP_164928125.1	59	3EC8_A	43	22.32	7.8	19%	1.08604	| Putative uncharacterized protein FLJ10324; beta barrel, helix, Structural Genomics; 2.6A {Homo sapiens}
WP_164928137.1	63	6XTY_4	62	20.08	7.9	27%	1	| DNA replication licensing factor MCM2; CMG, Helicase, ATPase, Replisome, REPLICATION; 6.77A {Homo sapiens}
WP_010939903.1	83	5TDY_C	37	29.39	8.2	30%	1	| Flagellar M-ring protein, Flagellar motor; flagellar motor, switch complex, MOTOR; HET: MSE; 2.105A {Thermotoga maritima}
WP_014524534.1	250	5VMR_D	41	29.20	8.3	17%	6.6877	| Botulinum neurotoxin type B (E.C.3.4.24.69); mini-protein binder, inhibitor, TOXIN; 1.95A {Clostridium botulinum}
WP_010937941.1	288	5O6V_D	73	27.16	8.4	10%	5.18165	| Envelope protein, Small envelope protein; tick-borne encephalitis virus, Fab 19/1786; HET: NAG; 3.9A {Tick-borne encephalitis virus (strain Hypr)}
WP_164928135.1	53	2HW4_A	53	23.79	8.4	19%	1	| 14 kDa phosphohistidine phosphatase (E.C.3.1.3.-); phosphohistidine, phosphatase, phpt1, human, Structural; HET: FMT; 1.9A {Homo sapiens} SCOP: d.322.1.1
WP_010938517.1	81	5HPG_A	48	18.20	8.8	35%	1	| PLASMINOGEN; SERINE PROTEASE, KRINGLE 5, HUMAN; 1.66A {Homo sapiens} SCOP: g.14.1.1
WP_010940553.1	175	1KQF_C	152	26.14	8.9	11%	9.15627	| FORMATE DEHYDROGENASE, NITRATE-INDUCIBLE, MAJOR, IRON-SULFUR; OXIDOREDUCTASE, SELENIUM, SELENOCYSTEINE, SECYS, MOLYBDENUM; HET: HEM, CDL, SF4, MGD; 1.6A {Escherichia coli} SCOP: f.21.1.1
WP_010939320.1	95	1ILO_A	38	17.01	9	16%	2.55584	| conserved hypothetical protein MtH895; beta-alpha-beta-alpha-beta-beta-alpha motif, Structural Genomics, PSI; NMR {Methanothermobacter thermautotrophicus str. Delta H} SCOP: c.47.1.1
WP_010939234.1	96	6DG6_E	68	27.64	9.2	18%	3.71126	| neoleukin-2/15; cytokine mimetic, BIOSYNTHETIC PROTEIN; 1.999A {synthetic construct}
WP_010938432.1	152	2OBK_F	85	23.39	9.3	13%	5.15854	| SelT/selW/selH selenoprotein domain; X-Ray NESG PlR6 Q4KGC5, Structural; 2.7A {Pseudomonas fluorescens}
WP_010940484.1	109	3TEQ_B	94	26.21	9.4	12%	8.62607	| Stromal interaction molecule 1; SIGNALING PROTEIN; HET: PO4; 1.9A {Homo sapiens}
WP_010940178.1	78	2LWA_A	14	26.08	9.8	43%	1	| Hemagglutinin Fusion Peptide G8A mutant; influenza virus, hemagglutinin, fusion peptide; NMR {Influenza A virus}
WP_010940660.1	698	4GWQ_A	109	22.44	9.8	15%	3.07026	| Mediator of RNA polymerase II; Binding Sites, Mediator Complex, Models; 4.5A {Saccharomyces cerevisiae}
WP_014524322.1	96	2MPN_B	63	19.21	9.9	14%	1.28751	| Inner membrane protein YgaP; membrane protein; NMR {Escherichia coli}
WP_010938830.1	174	6CO6_B	166	20.62	10	17%	3.51735	| Probable CoA-transferase alpha subunit, Probable; Cholesterol, Ring cleaving, virulence factor; HET: SO4, GOL; 1.701A {Rhodococcus jostii}
WP_010939007.1	279	5VMR_C	42	25.55	11	17%	6.23056	| Botulinum neurotoxin type B (E.C.3.4.24.69); mini-protein binder, inhibitor, TOXIN; 1.95A {Clostridium botulinum}
WP_010939277.1	331	5VID_F	34	24.43	11	18%	6.9922	| Botulinum neurotoxin type B (E.C.3.4.24.69); mini-protein binder, inhibitor, TOXIN; 2.75A {Clostridium botulinum}
WP_010940344.1	81	4SGB_I	45	24.32	11	24%	5.69249	| SERINE PROTEINASE B COMPLEX WITH; COMPLEX(SERINE PROTEINASE-INHIBITOR); HET: SO4; 2.1A {Streptomyces griseus} SCOP: g.69.1.1
WP_011791514.1	161	1CF7_B	72	21.25	11	21%	3.98393	| TRANSCRIPTION FACTOR E2F-4 DP-2/DNA TERNARY; E2F, DP, WINGED-HELIX, DNA-BINDING DOMAIN; 2.6A {Homo sapiens} SCOP: a.4.5.17
WP_010939451.1	225	3NPD_A	103	21.43	12	26%	1	| putative secreted protein; Structural Genomics, Joint Center for; HET: CXS, SO4; 1.6A {Pseudomonas aeruginosa}
WP_010939896.1	125	4IMH_B	117	19.53	12	13%	4.89789	| Hemin degrading factor; Heme Transport, Heme Oxygenase, METAL; 1.976A {Pseudomonas aeruginosa}
WP_010940032.1	55	3CP8_A	40	15.03	12	28%	1	| tRNA uridine 5-carboxymethylaminomethyl modification enzyme; Rossmann fold, FAD-binding domain, dinucleotide-binding; HET: FAD; 3.2A {Chlorobium tepidum}
WP_014524678.1	92	2P9X_A	82	22.96	12	18%	5.73497	| Hypothetical protein PH0832; Pyrococcus horikoshii OT3, NPPSFA, National; 1.65A {Pyrococcus horikoshii}
WP_081448125.1	118	4YKC_A	80	22.30	12	20%	6.3803	| Malcavernin; adaptor protein; HET: MSE; 2.7A {Homo sapiens}
WP_150103622.1	88	3K6X_A	59	14.88	12	10%	1	| Solute-binding protein MA_0280; ModA, molybdate, Methanosarcina acetivorans, periplasmic; HET: SO4, MOO; 2.25A {Methanosarcina acetivorans}
WP_010938472.1	145	6PMG_X	32	16.47	13	28%	1.31998	| Zinc finger protein mex-5; zinc finger protein, MEX-5, C.; HET: ZN; NMR {Caenorhabditis elegans}
WP_010939314.1	121	2KRX_A	73	20.90	13	12%	6.27334	| Asl3597 protein; Structural Genomics, PSI-2, Protein Structure; NMR {Nostoc sp.}
WP_010937464.1	127	3EUJ_B	107	20.14	14	13%	4.30452	| Chromosome partition protein mukB, Linker; MukB, MukE, MukF, Chromosome condensation; HET: AGS; 3.1A {Haemophilus ducreyi, synthetic}
WP_014524569.1	173	1O5H_A	144	16.00	14	8%	1.76124	| formiminotetrahydrofolate cyclodeaminase; TM1560, Formiminotetrahydrofolate cyclodeaminase, STRUCTURAL GENOMICS; 2.8A {Thermotoga maritima} SCOP: a.191.1.1
WP_010938521.1	150	6HEL_B	137	14.17	15	10%	3.58919	| Ubiquitin carboxyl-terminal hydrolase 25 (E.C.3.4.19.12); Ubiquitin, USP, Ubiquitin-specific protease, DUB; 2.941A {Homo sapiens}
WP_010939898.1	183	3CJL_A	84	17.29	15	11%	2.93788	| Domain of unknown function; Structural genomics, Joint Center for; 2.2A {Pectobacterium atrosepticum SCRI1043}
WP_014524200.1	217	1UOY_A	43	20.35	15	30%	3.51791	| BUBBLE PROTEIN; EXUDATE PROTEIN, SULFUR PHASING, POTENTIAL; 1.5A {PENICILLIUM BREVICOMPACTUM} SCOP: g.3.19.1
WP_010937516.1	197	2FGG_A	76	19.17	16	13%	9.22348	| Hypothetical protein Rv2632c/MT2708; Rv2632c, TB target, Structural Genomics; 2.3A {Mycobacterium tuberculosis} SCOP: d.50.5.1
WP_010937807.1	273	2A8V_B	104	18.53	16	13%	7.98182	| RHO TRANSCRIPTION TERMINATION FACTOR/RNA COMPLEX; RHO, OB FOLD, SINGLE-STRANDED NUCLEIC; 2.4A {Escherichia coli} SCOP: a.140.3.1, b.40.4.5
WP_010937937.1	188	4ID8_A	69	19.01	16	17%	9.95423	| Putative ferredoxin; 4Fe-4S single cluster domain, ELECTRON; 2.15A {Rhodopseudomonas palustris}
WP_010938236.1	128	1IW4_A	55	19.78	16	9%	5.26744	| trypsin inhibitor; solution structure, ascidian, trypsin inhibitor; NMR {Halocynthia roretzi} SCOP: g.68.1.1
WP_010938426.1	137	4Q4G_X	133	13.59	16	15%	2.76807	| Peptidoglycan endopeptidase RipA (E.C.3.4.-.-); alpha-beta, cell wall hydrolase, HYDROLASE; 0.97A {Mycobacterium tuberculosis}
WP_014524323.1	113	3HD7_B	42	15.21	16	17%	5.46347	| Vesicle-associated membrane protein 2, Syntaxin-1A; MEMBRANE PROTEIN, COILED-COIL, 4-HELICAL BUNDLE; HET: SO4, GGG; 3.4A {Rattus norvegicus}
WP_150103631.1	77	5J8A_AR	47	15.28	16	15%	1	| 30S ribosomal protein S2, 30S; ribosome, resistance, negamycin, tigecycline, tetracycline; HET: MPD, 5MU, OMC, OMG, MEQ, UR3, ACY, PUT, 4D4, 1MG, 4OC, PGE, GUN, 5MC, D2T, PG4, PEG, 2MA, H2U, OMU, T1C, 6MZ, 7MG, MG, 1PE, PSU, MA6, SPD, EDO, 2MG, 3TD; 3.1A {Escherichia coli (strain K12)}
